	no match	probability was too low
ист.песня смол	no match	probability was too low
ист.рос.иер	Ист.рос.иер. I	95
ист.рус.флота	Ист.рус.флота	100
ист.рус.флота.период азовский.приложения, ч.i	no match	probability was too low
ист.семи мудр	Ист.семи мудр.	100
ист.семи мудрецов	no match	probability was too low
ист.техн.живоп	Ист.техн.живоп.	100
ист.лиц.букварь	Истом.Лиц.букварь	94
ист.трои1	Ист.Трои1	100
ист.ересей	Ист.ересей	100
ист.семи мудр	Ист.семи мудр.	100
истом.букварь	Истом.Букварь	100
истом.букварь (предисл.)	no match	probability was too low
истом.град ц	no match	probability was too low
истом.град.ц	no match	probability was too low
истом.едем	no match	probability was too low
истом.екклесия	Истом.Екклесия	100
истом.лит.пан	Истом.Лит.пан.	100
истом.лиц.букв	no match	probability was too low
истом.лиц.букварь	Истом.Лиц.букварь	100
истом.букварь	Истом.Букварь	100
истом.град ц	no match	probability was too low
истом.град.ц	no match	probability was too low
истом.лит.пан	Истом.Лит.пан.	100
истом.лиц.букварь	Истом.Лиц.букварь	100
истом.лиц.букварь	Истом.Лиц.букварь	100
истр.зам	Истр.Зам.	100
исх	no match	probability was too low
исх.i.11	no match	probability was too low
исх.viii, 3	no match	probability was too low
исх.xii, 45	no match	probability was too low
исх.xxii.2	no match	probability was too low
исх.xxvii.4	no match	probability was too low
исх.xxxv, 21	no match	probability was too low
исх.авр	Исх.Авр.	100
исх.авр.(в.)	Исх.Авр.	95
итал.д	Итал.д.	100
кабард.–рус.д	Кабард.-рус.д.	100
кабард.-рус.д	Кабард.-рус.д.	100
кабард.-рус.д	Кабард.-рус.д.	100
каз.ист	Каз.ист.	100
каз.ист.2	Каз.ист.2	100
каз.лет	Каз.лет.	100
каз.пр	no match	probability was too low
каз.сказ	Каз.сказ.	100
каз.ист	Каз.ист.	100
каз.лет	Каз.лет.	100
как лечить иноземцев	Как лечить иноземцев	100
как лечить иноземцов	Как лечить иноземцев	95
калайд	Калайд.	100
калайд.ио.екз	Калайд.Ио.екз.	100
калайд.ио.екз	Калайд.Ио.екз.	100
калайдович	no match	probability was too low
калуж.а	Калуж.а.	100
калуж.а	Калуж.а.	100
калязин.чел	Калязин.чел.	100
калязин.чел	Калязин.чел.	100
кам.м	Кам.м.	100
кан.на св.пасху по соф.рукоп	no match	probability was too low
канон фотия	Канон Фотия	100
канон руке ио.предтечи	Канон руке Ио.Предтечи	100
канон	no match	probability was too low
канон.новг	Анон.Новг.	95
канон.салт	no match	probability was too low
каноник.салт	no match	probability was too low
каноник.салт.исп.инок	no match	probability was too low
каноник.салт.мол.покаян	no match	probability was too low
кар.и.г.р	no match	probability was too low
кар.игр	no match	probability was too low
карг.чел	Чел.карг.	95
карг.чел	Чел.карг.	95
карский	Карский	100
кас.авн	no match	probability was too low
кас.авн	no match	probability was too low
каталог	Каталог	100
кипр.м.посл.иг.аф	no match	probability was too low
киприан.ж.мт.петра	Киприан.Ж.мт.Петра	100
киприана ж.мт.петра	Киприан.Ж.мт.Петра	97
киприана ж.мт.петра	Киприан.Ж.мт.Петра	97
кир.иер.огл	no match	probability was too low
кир.конст.сл.на срет	no match	probability was too low
кир.тур	Сл.Кир.Тур.	95
кир.тур.(ер.)	no match	probability was too low
кир.тур.(к.)	Кир.Тур. (К.)	95
кир.тур.(с.)	Кир.Тур. (С.)	95
кир.тур.(срз.)	Кир.Тур. (Срз.)	96
кир.тур.пис.вас	Кир.Тур.Пис.Вас.	100
кир.тур.притч.о чел.душ	no match	probability was too low
кир.тур.(к.)	Кир.Тур. (К.)	95
кир.тур.кир.тур	Кир.Тур. XII	95
кир.арх	no match	probability was too low
кир.канон	Кир.канон	100
кир.канон	Кир.канон	100
кир.иерус.поуч.огл	Кир.Иерус.Поуч.огл.	100
кир.тур	Сл.Кир.Тур.	95
кир.тур.(к.)	Кир.Тур. (К.)	95
кирик.учен	Кирик.Учен.1	95
кирик.учен.1	Кирик.Учен.1	100
кирик.учен.1	Кирик.Учен.1	100
кирил.иерус	no match	probability was too low
кирил.иерус.огл	no match	probability was too low
кирил.иерус.огл.(в.)	no match	probability was too low
кирил.иерус.огл.(м)	no match	probability was too low
кирил.иерус.огл	no match	probability was too low
кирил.иерус.поуч.огл	Кир.Иерус.Поуч.огл.	95
кирил.иерус.поуч.огл.1	Кир.Иерус.Поуч.огл.1	95
кирша дан	Кирша Дан.	100
клад.росп.мор	Клад.росп.Мор.	100
клайд	no match	probability was too low
клим.болг.поуч.в сбор.троиц	no match	probability was too low
климент смолят	Климент Смолят.	100
климент.смолят	Климент Смолят.	100
ключ тих.мак	Ключ Тих.Мак.	100
ключ.знам	Ключ знам.	100
кн прих.болд.м	Кн.прих.Болд.м.	100
кн прих.–расх.корн.м	Кн.прих.-расх.Корн.м.	100
кн.12 прор	Кн.прор.	95
кн.12 прор.(упырь)	Кн. 12 прор. (Упырь)	95
кн.xii прор	no match	probability was too low
кн.xii прор.(упырь)	no match	probability was too low
кн.б.чертежа	no match	probability was too low
кн.б.чертежу	Кн.Б.Чертежу	100
кн.б.чертежу (с.)	Кн.Б.Чертежу (С.)	100
кн.б.чертежу (с.)	Кн.Б.Чертежу (С.)	100
кн.бытия	Кн.Бытия	100
кн.елиз.рам	Кн.Елиз.Рам.	100
кн.енохова	Кн.Енохова	100
кн.енохова	Кн.Енохова	100
кн.есфирь	Кн.Есфирь	100
кн.законные	Кн.законные	100
кн.зап.моск.ст	Кн.зап.Моск.ст. I	95
кн.ивар.м	no match	probability was too low
кн.ивер.м	Кн.Ивер.м. I	95
кн.ивер.м	Кн.Ивер.м. I	95
кн.иверск.м	Кн.Иверск.м.	100
кн.иова (парим.)	Кн.Иова (парим.)	100
кн.моск.печ.дв	Кн.Моск.Печ.дв.	100
кн.моск.печ.дв	Кн.Моск.Печ.дв.	100
кн.моск.печ.др	no match	probability was too low
кн.огеп	no match	probability was too low
кн.оруж.пал	Кн.Оруж.пал.	100
кн.патр.каз.пр	Кн.Патр.каз.пр.	100
кн.патр.каз.пр	Кн.Патр.каз.пр.	100
кн.поганкина	Кн.Поганкина	100
кн.прор.2	Кн.прор.2	100
кн.саран.круж.дв	Кн.Саранск.круж.дв.	94
кн.саранск.круж.дв	Кн.Саранск.круж.дв.	100
кн.соликам	Кн.Соликам.	100
кн.солов.вотч.креп	Кн.Солов.вотч.креп.	100
кн.степ	Кн.степ.	100
кн.там.свир.м	no match	probability was too low
кн.тул.и каш.зав	Кн.Тул. и Каш.зав.	97
кн.тул.и и каш.зав	Кн.Тул. и Каш.зав.	97
кн.бес	no match	probability was too low
кн.бытия	Кн.Бытия	100
кн.гос.нар	Кн.гос.нар.	100
кн.денежн.жал.тюмен	Кн.денежн.жал.Тюмен.	100
кн.денежн.жалов.тюмен	Кн.денежн.жал.Тюмен.	95
кн.доз.осин	Кн.доз.Осин.	100
кн.доз.твери	Кн.доз.Твери	100
кн.законные	Кн.законные	100
кн.законные,	Кн.законные	100
кн.законные1	Кн.законные1	100
кн.зап.аляб	Кн.зап.Аляб.	100
кн.зап.кунгур.воев.избы	Кн.зап.Кунгур.воев.избы	100
кн.зап.моск.ст	Кн.зап.Моск.ст. I	95
кн.зап.моск.ст.iv	Кн.зап.Моск.ст. IV	97
кн.зап.новг.прик.избы	Кн.зап.Новг.прик.избы	100
кн.зап.соликам.возн.м	Кн.зап.Соликам.Возн.м.	100
кн.зап.соликам.съезж.избы	Кн.зап.Соликам.съезж.избы	100
кн.зап.о покупке лошадей	Кн.зап. о покупке лошадей	98
кн.землед	Кн.землед.	100
кн.и.углич.(доп.)	no match	probability was too low
кн.изд.тот	Кн.изд.Тот.	100
кн.икрян.отд	Кн.икрян.отд.	100
кн.ключей	Кн.ключей	100
кн.кон.пошл	Кн.кон.пошл.	100
кн.коп.дв.там.избы	Кн.коп.Дв.там.избы	100
кн.коп.ивер.м	Кн.коп.Ивер.м.	100
кн.коп.ивер.м	Кн.коп.Ивер.м.	100
кн.коп.соликам	Кн.коп.Соликам.	100
кн.корм.кир.–б.м	Кн.корм.Кир.-Б.м.	100
кн.корм.кир.–б.м	Кн.корм.Кир.-Б.м.	100
кн.корм.кир.-б.м	Кн.корм.Кир.-Б.м.	100
кн.корм.костр	Кн.корм.Костр.	100
кн.круж.дв.ржев	Кн.Ржев.круж.дв.	95
кн.лош.учен	Кн.лош.учен.	100
кн.о горн.д	Кн. о горн.д.	96
кн.оброчн.поречск	Кн.оброчн.Пореч.	94
кн.окл.сиб.гор	Кн.окл.сиб.гор.	100
кн.окл.сиб.гор	Кн.окл.сиб.гор.	100
кн.описи.бог.м	no match	probability was too low
кн.описи.кир.-б.м	no match	probability was too low
кн.описн.бог.м	Кн.описн.Бог.м.	100
кн.описн.кир.–б.м	Кн.описн.Кир.-Б.м. I	95
кн.описн.кир.-б.м	Кн.описн.Кир.-Б.м. I	95
кн.описн.кир.-б.м.i	Кн.описн.Кир.-Б.м. I	97
кн.описн.кир.-б.м	Кн.описн.Кир.-Б.м. I	95
кн.описн.мурм.рыбн.пром	Кн.описн.Мурм.рыбн.пром.	100
кн.описн.саввино-сторожевск.м	no match	probability was too low
кн.описн.холм.собора	Кн.описн.Холмог.собора	95
кн.осмирубл.бору	Кн.осмирубл.бору	100
кн.отводн.ивер.м	Кн.отводн.Ивер.м.	100
кн.отводн.иверск.м	Кн.отводн.Иверск.м.	100
кн.отводн.солов.м	Кн.отводн.Солов.м.	100
кн.отказн.южновеликорус	Отказн.кн.южновеликорус.	95
кн.охот.рег	Кн.охот.рег.	100
кн.оцен.вяз	no match	probability was too low
кн.п.балахн	Кн.п.Балахн.	100
кн.п.бежецк.пят	Кн.пер.Бежецк.пят.	94
кн.п.верхоцен	Кн.п.Верхоцен.	100
кн.п.казани	Кн.п.Казани	100
кн.п.моск	Кн.п.Моск. I	95
кн.п.ни жегор	Кн.п.Нижегор.	96
кн.п.нижегор	Кн.п.Нижегор.	100
кн.п.обон.пят,	Кн.п.Обон.пят.	100
кн.п.обон.пят	Кн.п.Обон.пят.	100
кн.п.путивл	Кн.п.Путивл.	100
кн.п.рост	Кн.п.Рост.	100
кн.п.ряз	Ряз.п.кн. I	95
кн.п.свир.м	Кн.п.Свир.м.	100
кн.п.тороп	no match	probability was too low
кн.п.торопец	Кн.п.Торопец.	100
кн.п.тот.пр	no match	probability was too low
кн.п.углич (доп.)	Кн.п.Углич. (доп.)	97
кн.п.углич, (доп)	Кн.п.Углич. (доп.)	100
кн.п.углич, (доп.)	Кн.п.Углич. (доп.)	100
кн.п.углич	Кн.п.Углич.	100
кн.п.углич.(доп.)	Кн.п.Углич. (доп.)	97
кн.п.усолья кам	Кн.п.Усолья Кам. I	95
кн.п.уст	Кн.п.Уст.	100
кн.п.хлын	Кн.п.Хлын.	100
кн.пpop.1	no match	probability was too low
кн.патр.каз.пр	Кн.Патр.каз.пр.	100
кн.пер.арханг.артил	Кн.пер.арханг.артил.	100
кн.пер.бежецк, пят	Кн.пер.Бежецк.пят.	97
кн.пер.бежецк.пят	Кн.пер.Бежецк.пят.	100
кн.пер.бежецк.пят.1	Кн.пер.Бежецк.пят.1	100
кн.пер.бежецк., пят	Кн.пер.Бежецк.пят.	95
кн.пер.в о дек.пят	no match	probability was too low
кн.пер.ведск.пят	no match	probability was too low
кн.пер.водск.пят	Кн.пер.Водск.пят. I	95
кн.пер.водск.пят.i	Кн.пер.Водск.пят. I	97
кн.пер.водск.пят.	Кн.пер.Водск.пят. I	95
кн.пер.грид	Кн.пер.Грид.	100
кн.пер.дерев, пят	Кн.пер.Дерев.пят. I	95
кн.пер.дерев.пят	Кн.пер.Дерев.пят. I	95
кн.пер.дерев..пят	Кн.пер.Дерев.пят. I	95
кн.пер.и пат.м	Кн.пер.Ипат.м.	96
кн.пер.ипат.м	Кн.пер.Ипат.м.	100
кн.пер.ипат.м	Кн.пер.Ипат.м.	100
